Rank,Name,Type,Tags
2121,Tistou Midori no Oyayubi,Movie,familyfriendly historical magic basedonanovel
2122,Xixing Ji Zhi Zaijian Wukong,Movie,action adventure fantasy chineseanimation cganimation
2123,Read Or Die TV,TV,action scifi superpowers basedonalightnovel nudity hideyukikurata
2125,Chobits,TV,drama romance scifi androids interspeciesrelationship non-humanprotagonists robots suddengirlfriendappearance basedonamanga clamp
2126,Fox Spirit Matchmaker Season 9,Web,action fantasy romance chineseanimation non-humanprotagonists basedonamanga
2127,Hakumei and Mikochi,TV,fantasy seinen sliceoflife forest iyashikei roommates basedonamanga takutokashiki
2128,Monkey Punch: Manga Katsudou Daishashin,TV,comedy collections basedonamanga monkeypunch
2129,Mu Wang Zhi Wang: You Du Zhan,Web,action chineseanimation martialarts wuxia cganimation
2130,The Mysterious Cities of Gold,TV,adventure 16thcentury familyfriendly historical originalwork
2131,Jubing Chang Cheng Chuan,Web,action fantasy animalprotagonists anthropomorphic chineseanimation non-humanprotagonists cganimation
2132,BanG Dream! 2nd Season,TV,all-girlsschool music schoollife cganimation originalwork
2133,Hakuouki: Demon of the Fleeting Blossom,TV,action drama reverseharem feudaljapan historical samurai basedonanotomegame basedonavisualnovel
2134,Dubu Xiaoyao,Web,fantasy chineseanimation shortepisodes basedonanovel cganimation
2136,Mobile Suit Gundam III: Encounters in Space,Movie,mecha scifi military outerspace political realrobot rivalries war
2137,The Law of Ueki,TV,action comedy shounen superpowers tournaments basedonamanga tsubasafukuchi
2138,Boys Over Flowers,TV,comedy drama reverseharem romance shoujo schoollife basedonamanga youkokamio
2139,Ah! My Goddess: Flights of Fancy Specials,DVD S,comedy fantasy romance seinen god-humanrelationship gods interspeciesrelationship magic non-humanprotagonists basedonamanga kosukefujishima
2140,Gabriel Dropout,TV,comedy shounen angels demons gag lifestylechange non-humanprotagonists schoollife supernatural basedonamanga ukami
2141,Senryu Girl,TV,comedy romance shounen sliceoflife animeism romanticcomedy schoolclub schoollife shortepisodes basedona4-komamanga basedonamanga masakuniigarashi
2142,Danganronpa: The Animation,TV,mystery animeism battleroyale highstakesgames playordie psychological pvp basedonavideogame violence
2143,Kyo Kara Maoh!,TV,comedy fantasy harem contemporaryfantasy demonking isekai lifestylechange medieval non-humanprotagonists personinastrangeworld royalty summonedintoanotherworld basedonalightnovel
2144,Poyopoyo,TV,comedy seinen sliceoflife animalprotagonists cats chibi countryside familyfriendly gag iyashikei non-humanprotagonists pets shortepisodes basedona4-komamanga basedonamanga ruutatsuki
2145,Slayers Gorgeous,Movie,action comedy fantasy basedonalightnovel
2149,Minami-ke Okawari,TV,comedy seinen sliceoflife gag siblings basedonamanga coharusakuraba
2150,Wo Shi Jiang Xiaobai OVA,Web,romance chineseanimation cganimation
2153,Saint Seiya: Knights of the Zodiac,TV,action fantasy scifi shounen gods greekmythology handtohandcombat non-humanprotagonists norsemythology powersuits superpowers basedonamanga maturethemes  physicalabuse  violence masamikurumada
2154,Digimon Adventure Tri. Movie 5: Coexistence,Movie,action drama scifi monsters
2157,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,TV,comedy ecchi crude dystopia parody satire schoollife terrorism basedonalightnovel nudity  sexualcontent
2158,Slayers Return,Movie,adventure comedy fantasy magic basedonalightnovel
2159,Jujutsu Kaisen (2018),Web,promotional shortepisodes basedonamanga
2160,Sekirei: Pure Engagement Special,DVD S,comedy ecchi seinen basedonamanga nudity sakurakogokurakuin
2161,Nintama Rantarou Movie,Movie,action adventure comedy shounen familyfriendly ninja basedonamanga soubeeamako
2162,Honey and Clover Specials,DVD S,comedy josei basedonamanga
2165,Dimension W,TV,scifi seinen overpoweredmaincharacters basedonamanga yujiiwahara
2166,PriPara Movie: Minna no Akogare♪ Let's Go☆Prix Paris,Movie,idols music
2167,Hello WeGo!,Movie,animetamago non-humanprotagonists robots shorts
2168,Hyouka: What Should Be Had,Web,shounen sliceoflife basedonanovel honobuyonezawa
2169,Lupin III: Farewell to Nostradamus,Movie,action comedy criminals thieves basedonamanga monkeypunch
2171,Inazuma Eleven: Orion no Kokuin,TV,sports familyfriendly soccer basedonavideogame
2173,DOTA: Dragon's Blood,Web,action fantasy koreananimation basedonavideogame
2174,Gokudo,TV,adventure comedy fantasy magic medieval basedonalightnovel
2175,Edens Zero,TV,action adventure fantasy scifi shounen aliens guilds martialarts outerspace robots superpowers basedonamanga bullying  emotionalabuse  physicalabuse  violence hiromashima
2176,Saekano: How to Raise a Boring Girlfriend,TV,comedy harem romance doujinshiindustry noitamina otakuculture videogameindustry basedonalightnovel
2177,Slam Dunk Movie 1,Movie,action comedy drama shounen sports basketball delinquents schoolclub schoollife basedonamanga maturethemes  physicalabuse takehikoinoue
2179,Birdy the Mighty: Decode,TV,action scifi seinen aliens bodysharing non-humanprotagonists police basedonamanga masamiyuuki
2180,Room Camp: Sauna to Gohan to Sanrin Bike,DVD S,adventure seinen sliceoflife schoolclub thegreatoutdoors basedonamanga afro
2181,Ling Yu 5th Season,Web,fantasy chineseanimation cultivation basedonawebnovel
2182,Sailor Moon R,TV,comedy fantasy magicalgirl romance shoujo amnesia contemporaryfantasy elementalpowers familyfriendly henshinheroes magic monster-of-the-week sentai tokusatsu urbanfantasy basedonamanga naokotakeuchi
2184,Arcadia of My Youth,Movie,action drama scifi seinen aliens leijiverse spaceopera spacepirates war basedonamanga nudity  violence leijimatsumoto
2186,Maoyu: Archenemy & Hero,TV,fantasy romance demonking demons economics interspeciesrelationship medieval non-humanprotagonists basedonalightnovel
2187,Youkai Gakuen Y: N to no Souguu,TV,action scifi japanesemythology schoollife superheroes supernatural youkai
2188,Xixing Ji 3rd Season,Web,adventure chineseanimation basedonamanga cganimation
2190,Dinghai Fusheng Lu,Web,bl fantasy shounen-ai chineseanimation exorcists basedonawebnovel cganimation
2191,Mitsudomoe,TV,comedy shounen sliceoflife schoollife siblings basedonamanga noriosakurai
2192,Today's Menu for Emiya Family,Web,sliceoflife cooking foodandbeverage recipes
2193,Tiger & Bunny the Movie: The Beginning,Movie,action comedy scifi deathofalovedone superheroes superpowers originalwork
2194,Violet Evergarden PV,Web,commercials promotional basedonalightnovel
2197,Balgwanghaneun Hyeondaesa,Movie,drama koreananimation
2199,Inazuma Eleven GO: Chrono Stone,TV,sports familyfriendly soccer superpowers timetravel basedonavideogame
2200,7 Seeds 2nd Season,Web,action adventure drama josei personinastrangeworld post-apocalyptic ship survival basedonamanga yumitamura
2201,Sailor Moon Super S: The Movie,Movie,magicalgirl shoujo henshinheroes magic sentai tokusatsu basedonamanga naokotakeuchi
2203,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,DVD S,comedy shounen breakingthefourthwall gag parody recap satire basedonamanga koujikumeta
2204,FLIP FLAPPERS,TV,adventure magicalgirl scifi henshinheroes magic originalwork
2205,Midnight occult civil servants Specials,DVD S,fantasy mystery contemporaryfantasy japanesemythology supernatural urbanfantasy vampires worklife youkai basedonamanga violence
2206,Hal,Movie,drama romance scifi sliceoflife androids comingofage deathofalovedone melancholy non-humanprotagonists robots originalwork
2207,Slayers Great,Movie,adventure comedy fantasy magic basedonalightnovel
2208,Zoids: New Century/Zero,TV,adventure mecha scifi sports tournaments
2209,PriPara 2,TV,idols music showbiz basedonavideogame
2210,Laughing Under the Clouds Gaiden: Movie 3,Movie,action shoujo historical basedonamanga kemurikarakara
2211,"Listen to Me Girls, I'm Your Father!",TV,sliceoflife childcare deathofalovedone lifestylechange singleparent basedonalightnovel
2212,Chibi Maruko-chan,TV,comedy shoujo sliceoflife familyfriendly schoollife basedonamanga momokosakura
2214,Mob Psycho 100 Reigen: The Miraculous Unknown Psychic,Other,action comedy exorcists psychicpowers recap supernatural superpowers basedonamanga violence one
2215,Strike Witches 2,TV,action ecchi scifi aliens animalcharacteristics guns historical magic military pantyshots originalwork nudity
2216,Shuangsheng Ling Tan,Web,mystery chineseanimation detectives psychological basedonamanga
2218,Pokemon Movie 20: I Choose You!,Movie,adventure fantasy elementalpowers familyfriendly monsters proxybattles basedonavideogame
2219,Saint Tail,TV,fantasy magicalgirl romance shoujo christianity contemporaryfantasy detectives episodic familyfriendly henshinheroes magic schoollife secretidentity thieves urbanfantasy basedonamanga megumitachikawa
2220,The Seven Deadly Sins: Imperial Wrath of the Gods,TV,action adventure fantasy shounen demons magic medieval non-humanprotagonists overpoweredmaincharacters reincarnation royalty superpowers basedonamanga nakabasuzuki
2221,Wangu Xian Qiong II,Web,fantasy chineseanimation cultivation xianxia
2222,Sugar Bunnies Chocolate! Specials,DVD S,fantasy familyfriendly sanriocharacters
2223,Pucca: Love Recipe,TV,comedy familyfriendly koreananimation
2224,Shion no Ou,TV,drama mystery seinen boardgames psychological tournaments basedonamanga masarukatori
2225,Medaka Box Abnormal,TV,action shounen schoollife studentcouncil basedonamanga
2226,D4DJ First Mix,TV,all-girlsschool idols music basedonamobilegame cganimation
2227,Space Battleship Yamato 2199: Tsuioku no Koukai,Movie,adventure scifi aliens leijiverse military outerspace political recap spaceopera war
2228,Legend of the Condor Hero II,TV,martialarts
2229,Saiyuki Requiem,Movie,fantasy journeytothewest mansion basedonamanga kazuyaminekura
2230,Pokemon XY,TV,adventure fantasy shounen elementalpowers familyfriendly monsters proxybattles tournaments basedonavideogame
2233,Lord Marksman and Vanadis,TV,action adventure ecchi fantasy harem romance political swordplay war basedonalightnovel violence
2234,Thunder Jet,TV,action scifi shounen outerspace political swordplay war basedonamanga johjimanabe
2235,Ling Yu 3rd Season,Web,fantasy chineseanimation cultivation basedonawebnovel
2236,Caramel Honey,Other,bl comedy shounen-ai schoollife shortepisodes basedonamanga takuhei
2237,Library War,TV,action comedy romance guns library military noitamina basedonalightnovel
2240,Grimoire of Zero,TV,action adventure fantasy magic medieval mercenaries witches basedonalightnovel
2241,Atashinchi Movie,Movie,comedy bodyswapping familyfriendly eikokera
2242,Ojamajo Doremi DOKKAAN!,TV,magicalgirl henshinheroes magic witches originalwork
2243,Mahoujin Guru Guru,TV,adventure comedy fantasy shounen gag parody basedonamanga hiroyukieto
2244,New Kimagure Orange Road: Summer's Beginning,Movie,romance shounen lovetriangle psychicpowers supernatural timetravel basedonamanga izumimatsumoto
2245,"Science Fell in Love, So I Tried to Prove It",Web,comedy romance seinen adultcouples college educational schoollife basedonamanga alfredyamamoto
2246,Hayate the Combat Butler!,TV,comedy romance shounen breakingthefourthwall butlers debt maids master-servantrelationship parody tsundere basedonamanga kenjirouhata
2247,Healin' Good Pretty Cure Movie: Yume no Machi de Kyun! Tto GoGo! Daihenshin!!,Movie,magicalgirl crossover familyfriendly henshinheroes sentai superheroes tokusatsu
2249,Elfen Lied: In the Passing Rain,DVD S,ecchi seinen psychological splitpersonality superpowers basedonamanga explicitviolence  nudity lynnokamoto
2250,Tsubasa Reservoir Chronicle The Movie: The Princess in the Birdcage Kingdom,Movie,adventure fantasy shounen basedonamanga clamp
2251,Yuru Yuri,TV,comedy gl seinen shoujo-ai sliceoflife schoolclub schoollife basedonamanga namori
2252,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,Web,action fantasy ancientchina chineseanimation martialarts cganimation
2253,New Gods: Nezha Reborn,Movie,action fantasy chineseanimation
2254,"If My Favorite Pop Idol Made it to the Budokan, I Would Die",TV,comedy gl seinen shoujo-ai idols showbiz basedonamanga aurihirao
2255,Digimon Adventure Movie 1,Movie,action scifi shounen familyfriendly monsters
2260,Pretty Cure All Stars New Stage 3: Eien no Tomodachi,Movie,magicalgirl crossover henshinheroes magic
2262,Otaku's Offspring,Web,comedy sliceoflife chineseanimation familylife otakuculture shortepisodes basedonawebtoon
2263,Mikan Enikki,TV,comedy sliceoflife animalprotagonists cats familyfriendly non-humanprotagonists miwaabiko
2265,B: The Beginning,Web,action mystery scifi conspiracy police superpowers terrorism originalwork explicitviolence
2266,Laughing Under the Clouds Gaiden: Movie 2,Movie,shoujo ninja basedonamanga kemurikarakara
2268,Urusei Yatsura Movie 5: The Final Chapter,Movie,comedy romance scifi shounen aliens basedonamanga rumikotakahashi
2269,Super Crooks,Web,criminals debt europe superpowers basedonacomicbook
2271,True Tears,TV,drama romance countryside lovetriangle schoollife basedonavisualnovel
2272,Himouto! Umaru-chan,TV,comedy seinen sliceoflife chibi gag otakuculture schoollife siblings basedonamanga sankakuhead
2273,City Hunter: .357 Magnum,Movie,action drama shounen guns basedonamanga tsukasahojo
2274,"You're Being Summoned, Azazel Z",TV,comedy fantasy seinen crude demons shortepisodes basedonamanga yasuhisakubo
2275,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,Movie,fantasy reverseharem romance timetravel basedonanotomegame basedonavisualnovel
2277,Fox Spirit Matchmaker Season 2,Web,action fantasy romance chineseanimation non-humanprotagonists basedonamanga
2279,Blue Exorcist: Kuro's Trip Away From Home,DVD S,shounen cats japanesemythology youkai basedonamanga kazuekatou
2281,Symphogear AXZ,TV,action scifi music superpowers originalwork violence
2283,Laid-Back Camp Specials,DVD S,adventure comedy seinen sliceoflife iyashikei schoolclub thegreatoutdoors basedonamanga afro
2284,Ah! My Goddess TV,TV,comedy fantasy romance seinen contemporaryfantasy god-humanrelationship gods interspeciesrelationship magic non-humanprotagonists suddengirlfriendappearance basedonamanga kosukefujishima
2285,Corpse Princess: Kuro,TV,action shounen monsters supernatural superpowers basedonamanga yoshiichiakahito
2287,Aldnoah.Zero 2nd Season,TV,action mecha scifi conspiracy military political realrobot war originalwork genurobuchi
2289,New Game! Special,DVD S,comedy seinen sliceoflife coworkers basedona4-komamanga basedonamanga shoutaroutokunou
2290,Outbreak Company,TV,comedy fantasy isekai otakuculture personinastrangeworld basedonalightnovel
2291,Fox Spirit Matchmaker Season 4,Web,action fantasy romance chineseanimation non-humanprotagonists basedonamanga
